0
0 0 0
9 9 9
17 16 16
24 24 24
1 0 57
15 25 53
32 0 0
56 0 0
39 33 17
32 32 32
40 40 40
57 44 60
51 49 51
61 61 53
56 56 56
1 0 65
0 24 112
8 32 88
8 56 112
3 105 3
64 0 0
70 48 54
81 41 54
82 41 58
84 58 60
93 55 53
95 51 59
96 0 0
108 26 28
127 0 0
121 9 10
118 26 27
102 63 15
96 32 32
97 50 55
104 50 50
110 54 61
75 61 73
83 61 71
106 53 69
75 75 36
86 67 63
96 72 16
126 89 26
106 82 61
100 100 50
120 120 56
65 64 65
75 75 75
83 75 70
88 72 72
84 86 84
99 69 70
98 67 74
97 78 80
104 82 85
110 83 88
106 90 84
115 76 68
116 88 70
126 84 79
112 83 86
112 86 95
112 89 88
119 93 96
96 96 88
123 97 94
100 100 100
108 102 108
108 106 108
122 99 104
112 112 112
124 118 124
123 121 123
1 0 129
0 0 250
44 76 140
56 96 144
0 128 0
0 255 0
104 248 0
0 128 255
0 255 255
128 0 0
140 6 12
145 10 13
158 0 0
173 12 18
188 0 0
188 14 20
179 1 43
160 32 32
176 48 48
128 64 0
128 73 63
146 78 61
128 113 49
172 66 32
160 64 48
177 70 35
133 92 88
139 82 83
146 86 79
147 85 84
146 115 82
133 103 101
140 100 106
152 99 96
157 110 97
144 112 110
164 81 69
169 84 76
166 92 92
168 91 90
176 90 77
181 94 88
165 96 87
169 118 95
178 111 95
185 102 91
188 110 86
181 116 85
161 122 108
161 125 119
189 107 104
189 120 105
180 122 115
188 125 114
195 8 16
198 20 24
216 0 0
235 12 5
238 24 28
247 8 9
254 0 0
232 25 32
203 76 76
192 87 78
203 100 72
196 105 90
206 113 83
203 126 93
210 107 87
210 117 87
213 122 92
217 126 90
200 96 96
205 100 104
204 123 102
214 126 106
224 82 83
243 85 85
248 83 83
248 0 128
255 0 255
128 128 0
128 128 64
158 139 121
189 136 127
220 132 93
206 128 100
202 133 107
212 129 105
211 137 101
214 139 107
217 129 99
216 140 101
210 131 113
212 140 115
214 140 121
218 129 113
218 137 118
221 148 110
212 144 118
215 151 122
215 154 127
222 148 116
219 151 124
220 155 118
220 165 120
255 128 64
228 148 111
228 153 116
228 154 124
225 164 116
225 162 124
225 170 119
243 249 3
254 254 0
128 128 128
140 134 140
140 139 140
152 136 128
149 149 149
156 154 156
165 136 129
176 152 152
160 160 160
172 162 162
171 169 171
176 168 176
180 181 180
128 128 248
194 146 130
223 139 133
215 159 130
221 156 128
218 151 152
215 161 134
216 162 135
222 178 146
232 142 142
225 146 133
231 155 134
232 157 129
232 158 140
228 158 156
248 128 128
228 165 131
228 160 137
226 172 130
230 174 137
234 174 133
233 172 140
225 164 145
229 169 145
233 167 151
235 175 147
233 177 136
232 184 143
229 188 146
236 180 147
233 180 154
235 185 151
232 189 159
230 177 160
237 181 163
236 185 160
237 189 169
233 189 178
225 197 158
233 193 150
244 192 159
231 192 163
238 192 168
238 200 169
235 197 177
192 192 192
204 198 204
200 200 200
218 213 218
227 218 212
232 228 232
242 234 228
242 241 242
251 251 251

1116 1163
2
157 1122

2
352 630 736 990
864 120 1116 540

1
4 810 35

24
1085 260
823 137
943 364
983 422
670 722
850 1067
822 1142
157 1090
206 656
251 688
161 272
282 524
478 566
480 610
376 909
641 895
803 728
796 427
846 427
837 1097
1087 321
548 908
743 617
1060 519

20
419 1128
898 311
1084 470
195 1110
115 1110
335 270
222 303
19 403
35 485
641 813
401 687
699 821
853 813
744 817
193 447
69 319
918 151
820 324
1018 37
1022 88

13
1031 148
1083 148
1085 200
330 747
330 843
330 945
594 584
550 782
719 579
929 571
930 595
934 622
916 470

16
970 232
971 171
971 200
444 1033
533 1036
444 1060
533 1060
15 305
17 330
524 591
551 687
795 283
818 285
853 301
645 1059
643 1034

19
901 415
929 395
14 241
134 235
247 208
144 957
230 960
144 920
230 925
705 1075
730 1077
752 1070
401 911
1087 359
520 846
520 846
520 846
816 814
788 813

11
892 569
890 593
889 622
538 1084
128 752
155 751
610 657
640 877
1082 38
1079 79
950 73

17
819 559
1060 421
130 876
152 880
642 1133
665 1135
692 1137
14 191
35 195
55 200
74 201
699 656
748 937
954 521
990 520
1025 520
582 876

