0
0 0 0
9 9 9
17 16 16
24 24 24
1 0 57
15 25 53
32 0 0
56 0 0
39 33 17
32 32 32
40 40 40
57 44 60
51 49 51
61 61 53
56 56 56
1 0 65
0 24 112
8 32 88
8 56 112
3 105 3
64 0 0
70 48 54
81 41 54
82 41 58
84 58 60
93 55 53
95 51 59
96 0 0
108 26 28
121 9 10
118 26 27
102 63 15
96 32 32
97 50 55
104 50 50
110 54 61
75 61 73
83 61 71
106 53 69
75 75 36
86 67 63
96 72 16
126 89 26
106 82 61
100 100 50
120 120 56
65 64 65
75 75 75
83 75 70
88 72 72
84 86 84
99 69 70
98 67 74
97 78 80
104 82 85
110 83 88
106 90 84
115 76 68
116 88 70
126 84 79
112 83 86
112 86 95
112 89 88
119 93 96
96 96 88
123 97 94
100 100 100
108 102 108
108 106 108
122 99 104
112 112 112
124 118 124
123 121 123
1 0 129
0 0 249
44 76 140
56 96 144
0 128 0
0 255 0
104 248 0
0 255 255
128 0 0
140 6 12
145 10 13
152 0 0
173 12 18
184 0 0
188 14 20
179 1 43
160 32 32
176 48 48
128 64 0
128 73 63
146 78 61
128 113 49
172 66 32
160 64 48
177 70 35
133 92 88
139 82 83
146 86 79
147 85 84
146 115 82
133 103 101
140 100 106
152 99 96
157 110 97
144 112 110
164 81 69
169 84 76
166 92 92
168 91 90
176 90 77
181 94 88
165 96 87
169 118 95
178 111 95
185 102 91
188 110 86
181 116 85
161 122 108
161 125 119
189 107 104
189 120 105
180 122 115
188 125 114
195 8 16
198 20 24
216 0 0
235 12 5
238 24 28
247 8 9
254 0 0
232 25 32
203 76 76
192 87 78
203 100 72
196 105 90
206 113 83
203 126 93
210 107 87
210 117 87
213 122 92
217 126 90
200 96 96
205 100 104
204 123 102
214 126 106
224 82 83
243 85 85
248 83 83
248 0 128
255 0 255
128 128 0
128 128 64
158 139 121
189 136 127
220 132 93
206 128 100
202 133 107
212 129 105
211 137 101
214 139 107
217 129 99
216 140 101
210 131 113
212 140 115
214 140 121
218 129 113
218 137 118
221 148 110
212 144 118
215 151 122
215 154 127
222 148 116
219 151 124
220 155 118
220 165 120
255 128 64
228 148 111
228 153 116
228 154 124
225 164 116
225 162 124
225 170 119
243 249 3
254 254 0
128 128 128
140 134 140
140 139 140
152 136 128
144 144 144
156 154 156
165 136 129
176 152 152
163 163 163
172 162 162
171 169 171
176 168 176
178 179 178
184 184 184
128 128 248
194 146 130
223 139 133
215 159 130
221 156 128
218 151 152
215 161 134
216 162 135
222 178 146
232 142 142
225 146 133
231 155 134
232 157 129
232 158 140
228 158 156
248 128 128
228 165 131
228 160 137
226 172 130
230 174 137
234 174 133
233 172 140
225 164 145
229 169 145
233 167 151
235 175 147
233 177 136
232 184 143
229 188 146
236 180 147
233 180 154
235 185 151
232 189 159
230 177 160
237 181 163
236 185 160
237 189 169
233 189 178
225 197 158
233 193 150
244 192 159
231 192 163
238 192 168
238 200 169
235 197 177
192 192 192
204 198 204
200 200 200
218 213 218
227 218 212
227 225 227
236 230 236
242 234 228
242 241 242
254 254 254

978 600
0
487 18

0

3
10 915 10
10 950 10
10 932 10

43
15 379
68 379
164 379
192 379
290 379
327 379
479 472
631 468
631 549
316 17
315 94
270 116
166 115
193 58
260 58
261 21
192 19
136 18
92 19
24 18
413 258
415 335
574 335
571 258
493 217
495 388
414 467
371 467
302 467
280 512
280 564
240 547
191 580
150 580
104 582
219 488
183 455
755 305
784 306
772 194
582 22
626 23
665 25

17
87 521
854 522
663 520
419 140
487 81
24 172
112 376
240 374
21 582
840 356
953 317
836 187
696 263
658 263
736 138
556 140
880 68

8
525 571
915 456
951 459
487 112
498 297
675 406
808 38
135 313

25
23 551
23 520
25 489
54 489
472 138
485 138
497 138
507 138
415 12
407 12
396 11
383 12
375 12
80 192
110 191
110 224
79 222
958 358
950 581
935 581
389 581
383 548
426 561
365 578
629 96

13
85 492
118 492
158 229
188 229
188 193
158 192
647 190
667 190
691 191
693 206
672 203
647 203
170 314

14
117 460
152 459
245 191
278 192
280 226
245 226
952 141
869 142
842 284
861 284
702 524
736 525
771 524
813 524

6
934 539
933 522
314 186
315 198
315 208
315 221

