255
0 0 0
9 9 9
17 16 16
24 24 24
1 0 57
15 25 53
32 0 0
56 0 0
39 33 17
32 32 32
40 40 40
57 44 60
51 49 51
61 61 53
56 56 56
1 0 65
0 24 112
0 32 64
8 32 88
8 56 112
3 105 3
0 64 64
64 0 0
70 48 54
81 41 54
82 41 58
84 58 60
93 55 53
95 51 59
96 0 0
108 26 28
121 9 10
118 26 27
102 63 15
96 32 32
97 50 55
104 50 50
110 54 61
75 61 73
83 61 71
106 53 69
75 75 36
86 67 63
96 72 16
126 89 26
106 82 61
100 100 50
120 120 56
65 64 65
75 75 75
83 75 70
88 72 72
84 86 84
99 69 70
98 67 74
97 78 80
104 82 85
110 83 88
106 90 84
115 76 68
116 88 70
126 84 79
112 83 86
112 86 95
112 89 88
119 93 96
96 96 88
123 97 94
100 100 100
108 102 108
108 106 108
122 99 104
121 119 121
1 0 129
0 0 249
0 64 128
44 76 140
56 96 144
0 128 0
0 255 0
104 248 0
0 255 255
128 0 0
140 6 12
145 10 13
152 0 0
173 12 18
184 0 0
188 14 20
179 1 43
160 32 32
176 48 48
128 64 0
128 73 63
146 78 61
128 113 49
172 66 32
160 64 48
177 70 35
133 92 88
139 82 83
146 86 79
147 85 84
146 115 82
133 103 101
140 100 106
152 99 96
157 110 97
144 112 110
164 81 69
169 84 76
166 92 92
168 91 90
176 90 77
181 94 88
165 96 87
169 118 95
178 111 95
185 102 91
188 110 86
181 116 85
161 122 108
161 125 119
189 107 104
189 120 105
180 122 115
188 125 114
195 8 16
198 20 24
216 0 0
235 12 5
238 24 28
247 8 9
254 0 0
232 25 32
203 76 76
192 87 78
203 100 72
196 105 90
206 113 83
203 126 93
210 107 87
210 117 87
213 122 92
217 126 90
200 96 96
205 100 104
204 123 102
214 126 106
224 82 83
243 85 85
248 83 83
248 0 128
128 128 0
128 128 64
158 139 121
189 136 127
220 132 93
206 128 100
202 133 107
212 129 105
211 137 101
214 139 107
217 129 99
216 140 101
210 131 113
212 140 115
214 140 121
218 129 113
218 137 118
221 148 110
212 144 118
215 151 122
215 154 127
222 148 116
219 151 124
220 155 118
220 165 120
255 128 64
228 148 111
228 153 116
228 154 124
225 164 116
225 162 124
225 170 119
243 249 3
254 254 0
128 128 128
140 134 140
140 139 140
152 136 128
144 144 144
156 154 156
165 136 129
176 152 152
160 160 160
172 162 162
171 169 171
176 168 176
176 176 176
128 128 248
194 146 130
223 139 133
215 159 130
221 156 128
218 151 152
215 161 134
216 162 135
222 178 146
232 142 142
225 146 133
231 155 134
232 157 129
232 158 140
228 158 156
248 128 128
228 165 131
228 160 137
226 172 130
230 174 137
234 174 133
233 172 140
225 164 145
229 169 145
233 167 151
235 175 147
233 177 136
232 184 143
229 188 146
236 180 147
233 180 154
235 185 151
232 189 159
230 177 160
237 181 163
236 185 160
237 189 169
233 189 178
225 197 158
233 193 150
244 192 159
231 192 163
238 192 168
238 200 169
235 197 177
255 255 128
192 192 192
204 198 204
200 200 200
218 213 218
227 218 212
232 228 232
242 234 228
242 241 242
254 254 254


1025 690 0 
430 21
0 3 8 1005 381 8 1005 361 8 1005 401 
17
436 278
408 317
469 319
436 361
535 54
597 24
691 53
282 243
255 175
159 93
51 223
96 459
89 547
98 625
978 350
976 263
929 323

16
338 100
209 9
182 337
434 548
911 659
940 599
719 547
730 309
773 310
707 341
754 342
754 377
190 625
215 410
329 625
692 447

8
656 254
768 269
720 377
599 191
1004 42
577 445
577 628
940 423

18
19 91
18 151
338 463
223 675
208 660
622 369
510 125
509 144
504 169
504 191
881 525
787 611
527 531
524 611
478 624
414 66
451 65
430 56

21
433 220
16 281
15 264
14 250
304 338
565 334
820 285
821 391
1002 673
692 670
210 551
211 489
154 221
752 16
815 17
879 16
942 16
110 13
433 432
370 402
494 284

10
342 182
47 339
20 679
20 658
20 636
880 152
820 313
821 366
994 641
1008 17

10
15 18
335 14
19 399
562 270
532 18
819 157
1011 549
985 520
955 491
821 344

