119 0 0 0 9 9 9 16 16 16 23 21 17 24 24 24 0 0 56 4 2 60 32 0 0 56 0 0 39 33 17 32 32 32 40 40 40 48 48 48 52 50 52 61 61 53 56 56 56 60 58 60 63 63 63 0 0 64 4 2 68 4 2 100 0 104 0 4 106 4 0 64 64 64 0 0 96 0 0 102 63 15 75 75 36 126 89 26 100 100 50 120 120 56 64 64 64 68 70 68 75 75 75 84 86 84 100 100 100 108 102 108 108 106 108 112 112 112 124 118 124 120 120 120 124 122 124 127 127 127 0 0 128 4 2 132 0 0 248 0 0 255 4 2 252 64 0 255 0 128 0 0 255 0 104 248 0 127 255 127 4 130 132 4 202 204 4 254 252 127 255 255 128 0 0 132 2 4 152 0 0 184 0 0 176 0 40 180 2 44 128 64 0 128 113 49 172 66 32 177 70 35 204 2 4 216 0 0 235 12 5 248 0 0 255 0 0 252 2 4 237 99 16 128 0 128 255 0 128 255 0 255 128 128 0 128 128 64 255 128 64 204 202 4 240 248 0 244 250 4 255 255 0 252 254 4 128 128 128 132 130 132 140 134 140 140 138 140 140 140 140 144 144 144 150 150 150 156 154 156 156 156 156 160 160 160 168 168 168 172 170 172 177 177 177 180 178 180 180 182 180 184 184 184 128 128 248 132 130 252 128 255 255 248 128 128 192 192 192 196 194 196 204 198 204 200 200 200 204 202 204 208 208 208 220 214 220 224 224 224 228 226 228 236 230 236 240 240 240 244 242 244 248 248 248 255 255 255 256 0 0 0 9 9 9 17 16 16 24 24 24 1 0 57 15 25 53 32 0 0 56 0 0 39 33 17 32 32 32 40 40 40 57 44 60 51 49 51 61 61 53 59 59 59 1 0 65 0 24 112 8 32 88 8 56 112 3 105 3 0 64 64 64 0 0 70 48 54 81 41 54 82 41 58 84 58 60 93 55 53 95 51 59 96 0 0 108 26 28 121 9 10 118 26 27 102 63 15 96 32 32 97 50 55 104 50 50 110 54 61 75 61 73 83 61 71 106 53 69 75 75 36 86 67 63 96 72 16 126 89 26 106 82 61 100 100 50 120 120 56 65 64 65 75 75 75 83 75 70 88 72 72 84 86 84 99 69 70 98 67 74 97 78 80 104 82 85 110 83 88 106 90 84 115 76 68 116 88 70 126 84 79 112 83 86 112 86 95 112 89 88 119 93 96 96 96 88 123 97 94 106 102 106 122 99 104 112 112 112 124 118 124 126 126 126 1 0 129 0 0 253 44 76 140 56 96 144 64 0 255 0 128 0 0 255 0 104 248 0 127 255 127 127 255 255 128 0 0 140 6 12 145 10 13 152 0 0 173 12 18 184 0 0 188 14 20 179 1 43 160 32 32 176 48 48 128 64 0 128 73 63 146 78 61 128 113 49 172 66 32 160 64 48 177 70 35 133 92 88 139 82 83 146 86 79 147 85 84 146 115 82 133 103 101 140 100 106 152 99 96 157 110 97 144 112 110 164 81 69 169 84 76 166 92 92 168 91 90 176 90 77 181 94 88 165 96 87 169 118 95 178 111 95 185 102 91 188 110 86 181 116 85 161 122 108 161 125 119 189 107 104 189 120 105 180 122 115 188 125 114 195 8 16 198 20 24 216 0 0 235 12 5 238 24 28 247 8 9 254 0 0 232 25 32 237 99 16 203 76 76 192 87 78 203 100 72 196 105 90 206 113 83 203 126 93 210 107 87 210 117 87 213 122 92 217 126 90 200 96 96 205 100 104 204 123 102 214 126 106 224 82 83 243 85 85 248 83 83 128 0 128 254 0 128 255 0 255 128 128 0 128 128 64 158 139 121 189 136 127 220 132 93 206 128 100 202 133 107 212 129 105 211 137 101 214 139 107 217 129 99 216 140 101 210 131 113 212 140 115 214 140 121 218 129 113 218 137 118 221 148 110 212 144 118 215 151 122 215 154 127 222 148 116 219 151 124 220 155 118 220 165 120 255 128 64 228 148 111 228 153 116 228 154 124 225 164 116 225 162 124 225 170 119 243 249 3 254 254 0 128 128 128 140 134 140 140 139 140 152 136 128 149 149 149 156 154 156 165 136 129 176 152 152 160 160 160 172 162 162 171 169 171 176 168 176 180 181 180 128 128 248 128 255 255 194 146 130 223 139 133 215 159 130 221 156 128 218 151 152 215 161 134 216 162 135 222 178 146 232 142 142 225 146 133 231 155 134 232 157 129 232 158 140 228 158 156 248 128 128 228 165 131 228 160 137 226 172 130 230 174 137 234 174 133 233 172 140 225 164 145 229 169 145 233 167 151 235 175 147 233 177 136 232 184 143 229 188 146 236 180 147 233 180 154 235 185 151 232 189 159 230 177 160 237 181 163 236 185 160 237 189 169 233 189 178 225 197 158 233 193 150 244 192 159 236 194 167 235 197 177 192 192 192 204 198 204 200 200 200 218 213 218 227 218 212 232 228 232 242 234 228 242 241 242 254 254 254 1200 1283 1 
170 1258
4 366 448 604 537 726 448 1200 537 938 507 1200 518 366 609 961 804 3 5 1045 616 5 1030 616 5 1015 616 
42
897 534
831 558
771 586
887 721
910 723
938 723
385 701
406 734
76 1210
120 1030
150 1030
180 1030
210 1030
240 1030
20 985
80 985
140 985
200 985
260 985
320 985
559 426
392 478
344 614
347 658
428 172
423 256
427 211
562 183
563 225
564 267
714 184
714 225
717 267
757 346
810 347
918 345
916 163
919 206
922 256
1105 179
1106 228
1108 268

23
777 778
529 688
495 633
467 538
649 556
75 1120
341 1261
18 562
48 562
78 562
108 562
343 698
925 479
888 622
470 583
338 548
861 342
819 207
631 204
493 192
1001 246
417 557
1156 492

21
824 695
645 775
648 426
157 830
188 865
183 862
181 882
124 831
133 845
121 867
147 869
198 880
148 891
206 859
196 849
191 863
117 875
911 86
1185 344
215 114
1170 564

15
258 490
290 474
263 456
248 471
246 459
254 465
289 461
252 471
275 488
246 472
291 455
255 491
277 483
282 473
268 461

26
134 1210
163 1210
82 925
58 901
69 984
23 908
47 903
25 982
48 926
20 953
84 920
63 899
30 885
78 899
101 504
493 249
624 248
809 252
1000 167
1163 250
1045 18
818 164
1164 197
1164 221
177 71
721 480

12
20 1156
78 1118
73 1112
63 1125
53 1124
82 1123
54 1115
84 1125
66 1130
84 1106
87 1114
530 483

30
202 923
222 950
223 930
222 930
199 943
218 944
202 930
239 936
303 811
291 748
294 739
319 773
281 810
326 787
300 734
323 737
309 790
335 766
1182 15
1182 45
1182 75
1182 105
1182 135
218 72
176 112
497 480
657 678
768 724
395 633
17 663

