level1.bmp
level1u.bmp
1music.mid
1musicinside.mid

33 637

13
64 570 160 659
224 570 320 659
416 570 832 659
0 0 800 390
800 0 1244 210
64 390 800 479
1120 540 1567 630
1536 0 1567 210
896 210 1408 360
800 210 896 300
1408 150 1440 210
1408 0 1440 120
1248 0 1280 150

5
928 570 960 659
1248 150 1280 210
1280 0 1408 210
1408 120 1440 150
1440 0 1536 210

2
1 1268 174
1 1486 12

15
195 610
340 610
390 610
885 620
885 595
1440 120
1465 120
1490 120
1515 120
1478 403
1530 455
1300 70
1380 70
1300 150
1380 150

9
530 540
530 510
855 325
1485 230
1070 400
1300 30
1390 30
1300 200
1390 200

0

8
32 420
32 465
680 500
680 545
1440 60
1465 60
1490 60
1515 60

6
1428 312
1515 312
1405 385
1460 385
1505 385
1550 385

1
1485 126

6
935 600
935 630
1440 90
1465 90
1490 90
1515 90
